wavelength,mean_flux,median_flux,rms_flux,snr,n_spectra,mean_flux_smoothed
3064.0,13.843273730343729,13.16032908789541,2.34743927108064,5.8971807709304445,68,14.010568932257224
3068.0,14.0789255218047,13.088385783389963,2.411050369310495,5.839332807398358,69,14.110390542579111
3072.0,14.029221056151243,13.325648650806334,2.956139712623489,4.745790936823049,70,14.156757399601165
3076.0,14.38000661427706,13.266105615639695,2.804634300317012,5.127230531499834,71,14.186179311186258
3080.0,14.452360075429112,13.548868285879829,2.821216547501628,5.122740432040789,71,14.232960685262356
3084.0,13.990383288269197,13.077038570036926,2.458543942677611,5.690515855914379,71,14.252312957444992
3088.0,14.312832392185182,12.698998664061422,2.7501681355326486,5.2043481295783005,72,14.232354677472138
3092.0,14.125982417064426,13.787552194741268,2.4734111625956543,5.711133931424607,74,14.10961765109202
3096.0,14.280215214412795,12.775748288593006,3.0517255774954894,4.679390348765362,75,14.003808901698015
3100.0,13.838674943528511,12.400457907152855,2.758219833835672,5.017248724618151,75,13.916139517950702
3104.0,13.461339541299182,12.60072959829214,2.3810569631285876,5.6535142794785,76,13.820143392763331
3108.0,13.874485473448614,13.1700990424087,2.6323950333005457,5.270669978454004,76,13.737372060615542
3112.0,13.646001791127578,12.834601585463384,2.393249934960039,5.701870745629177,78,13.805464673999039
3116.0,13.866358553673848,12.975579880685828,2.3037334763117343,6.019081068298672,80,13.950838295961008
3120.0,14.179138010445982,13.2411555634714,2.925016035679102,4.847541974980662,81,14.043075630659567
3124.0,14.18820765110904,13.65419271717143,2.445119777488608,5.802663649337377,83,14.058785017334422
3128.0,14.335672146941413,13.055035812832571,2.3230912478001526,6.170946647281528,83,14.134175783891186
3132.0,13.724548724501847,13.402552379066654,2.694259408623741,5.093996769788588,83,14.188108101557068
3136.0,14.243312386457664,13.238254956519112,2.302481103870019,6.186071348215389,84,14.186949105475009
3140.0,14.448799598775397,13.480895583199848,2.411969926073653,5.990455951619597,84,14.196225262550131
3144.0,14.182412670698737,12.318029457405569,2.5216561437001523,5.624245282661009,84,14.256530441489604
3148.0,14.382052932317045,13.71141821945121,2.8744794788957218,5.003359056103662,89,14.247466504005983
3152.0,14.0260746191992,13.396590224769824,3.363969264108285,4.169501418710854,94,14.151444132712838
3156.0,14.197992699039563,13.050163643113825,2.860511295362909,4.963445773507525,96,14.17954956625644
3160.0,13.968687742309667,13.151484658007924,2.957748823641438,4.722743064136221,97,14.133823370754088
3164.0,14.32293983841674,13.456477008032822,2.4642092443867107,5.812387836399589,97,14.135573848092134
3168.0,14.153421954805284,13.577576558496188,3.2966292536858792,4.293301085944286,97,14.152123596677537
3172.0,14.034827005889433,13.536160563234128,2.8521881128782023,4.920722775093049,99,14.179245546324415
3176.0,14.280741441966583,13.078080565157348,3.031508251789354,4.710771093411125,105,14.203582585953999
3180.0,14.104297490544054,13.1975842954244,3.051463994651064,4.622141213288963,106,14.225602690260866
3184.0,14.444625036564656,13.455960564558051,2.5499722619452205,5.66462045573222,109,14.251818790724139
3188.0,14.263522476339617,13.422294140503888,2.5600404720980836,5.571600383586878,110,14.270439835633733
3192.0,14.165907508205803,12.995552471508152,2.8950926604380256,4.893075686932422,112,14.27660830979984
3196.0,14.37384666651455,13.69438827388178,2.5818468090657136,5.567273246438652,112,14.184590592118127
3200.0,14.135139861374602,13.564278341961032,2.877592469701616,4.912140968606408,113,14.197382718884032
3204.0,13.984536448156083,12.135609850507617,3.0909780519764323,4.524307909340894,115,14.208582242776528
