-658745031475919297 EUCL J042329.88-473530.9    65.874503   -47.591930 QSO       1.2560       2482          0       7.2378      -1.3540      35.8558                      0.138890072703361511      23.7879       0.0146      20.4743       0.0160      19.9656       0.0107      19.6493       0.0094
-658720168473441948 EUCL J042329.28-472039.1    65.872017   -47.344195 QSO       0.6483       2768          2      16.4305      -2.6943      34.3409 4788930453921095808  0.778180956840515137      19.7616       0.0024      18.7262       0.0061      18.7396       0.0055      18.5595       0.0047
-658638992465328941 EUCL J042327.34-463158.4    65.863899   -46.532894 QSO       0.1828       2284         13      62.1213      -0.3517      92.6638 4789379883595511680                                                      16.7205       0.0040      17.2697       0.0045      16.8659       0.0036
-658561304471187103 EUCL J042325.47-470707.4    65.856130   -47.118710 QSO       1.9816       2576          0      12.5078      -2.8710      16.6666 4788939902849586432  0.829573452472686768      20.0479       0.0025      19.2580       0.0072      18.8958       0.0049      18.6555       0.0049
-658534857481418023 EUCL J042324.84-480830.5    65.853486   -48.141802 QSO       1.4389       2396          0       3.9307      -2.9590      13.0599                      0.833476901054382324      21.5523       0.0063      21.2452       0.0186      21.1385       0.0165      20.8160       0.0131
-658477108466088572 EUCL J042323.45-463631.9    65.847711   -46.608857 QSO       1.4365       2446          0       4.8510      -2.6924      23.2062 4789378470550135168                            20.5817       0.0075      19.6495       0.0117      19.5496       0.0097      19.2633       0.0084
-658399370479368190 EUCL J042321.58-475612.5    65.839937   -47.936819 QSO       1.3062       2322          0      11.6241      -3.0003      15.3491 4788878227118525952  0.871908843517303467      19.4986       0.0021      19.2280       0.0079      19.1512       0.0072      19.1384       0.0057
-658351736478732890 EUCL J042320.44-475223.8    65.835174   -47.873289 QSO       1.0414       2295          1       7.6775      -2.8665      16.4720 4788881697452116224  0.895428717136383057      19.7361       0.0027      19.5922       0.0102      19.2204       0.0083      19.3817       0.0078
-658195002474687090 EUCL J042316.68-472807.4    65.819500   -47.468709 QSO       0.8639       2478          3       4.4342      -2.5119      21.6348 4788927945660231680  0.578492224216461182      20.7024       0.0037      20.1883       0.0123      19.8212       0.0087      19.5800       0.0083
-658193355466009423 EUCL J042316.64-463603.4    65.819336   -46.600942 QSO       2.4710       3094          1      10.8846      -3.1307      17.0211 4789379192104646784                            19.2421       0.0020      18.8482       0.0085      19.0002       0.0073      18.9896       0.0057
-658160590487521997 EUCL J042315.85-484507.9    65.816059   -48.752200 QSO       2.4466       2507          0       3.2361      -2.5239      12.8245                                                22.5075       0.0085      20.6438       0.0176      20.2938       0.0133      19.9685       0.0139
-658143901469852372 EUCL J042315.45-465906.9    65.814390   -46.985237 QSO       1.2924       2441          1       3.5614      -1.5214      33.7673                      0.081174053251743317      24.1421       0.0180      20.8193       0.0155      20.3614       0.0110      19.9664       0.0088
-658020859472187247 EUCL J042312.50-471307.4    65.802086   -47.218725 QSO       1.3039       2324          1       3.9271      -3.0459      14.1668 4788937708122380288  0.974893867969512939      20.6209       0.0033      20.4889       0.0145      20.2479       0.0121      20.1799       0.0147
-657988470464269023 EUCL J042311.72-462536.8    65.798847   -46.426902 QSO       1.6104       2517          1       2.4504      -1.3597      23.5246                      0.205288663506507874      24.2534       0.0417      21.6571       0.0306      20.9391       0.0188      20.3423       0.0131
-657976484483309687 EUCL J042311.44-481951.5    65.797648   -48.330969 QSO       1.8070       2563          8       4.9863      -2.8547      12.6158 4788590086352989568  0.837875545024871826      20.8259       0.0040      20.7049       0.0164      20.6429       0.0163      20.3106       0.0150
-657651835471289383 EUCL J042303.64-470744.2    65.765184   -47.128938 QSO       1.3293       2624          0       3.4036      -0.2359      36.8283                      0.116007290780544281      25.7470       0.0634      21.1277       0.0226      20.5152       0.0129      20.0384       0.0102
-657566279466524221 EUCL J042301.59-463908.7    65.756628   -46.652422 QSO       0.2686       3060          0      49.3300      -2.3957      84.1990 4789377444054098176                            18.8353       0.0012      17.2774       0.0036      16.8813       0.0026      16.6397       0.0023
-657528056459337932 EUCL J042300.67-455601.7    65.752806   -45.933793 QSO       2.8250       3086          6       5.3673      -2.9104      13.2282 4789432827655742976                            20.1750       0.0031      19.7601       0.0114      19.8447       0.0096      19.9031       0.0098
-657460997483447932 EUCL J042259.06-482041.3    65.746100   -48.344793 QSO       2.4610       2338          0       8.7460      -2.8835      15.2144 4788771815009280384                            19.6049       0.0021      19.2873       0.0088      19.3739       0.0074      19.4426       0.0073
